sample_id	Productive	mutatedStatus	totalCloneCount	totalCloneFraction	cloneId	cloneCount	cloneFraction	V_Gene	J_Gene	C_Gene	igblastnTopVAllele	igblastnVAllele	igblastnJAllele	igblastnTopVAlleles	bestVGene	bestDGene	bestJGene	bestCGene	bestVHitScore	bestDHitScore	bestJHitScore	bestCHitScore	igblastnTopBitScore	allBitScores	patient_id	biopsy_id	preservation	locus
DLC_0013-A37976	Yes	MUTATED	3232	0.6788489813064482	0,80,167,176,394,513,521,522,1260,1261,1462,1480,1651	3205	0.6731779038017224	IGKV3-15	IGKJ1	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3-15*02,IGKV3D-15*01	IGKJ1*01	IGKV3-15*01	IGKV3-15	NA	IGKJ1	IGKC	277.7	NA	104.3	155.0	268	268,265,265	01-28389	Bx_3635	Immunotube	IGK
CCS_0499-D76312	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	01-28425	Bx_3647	FFPE	IGK
DLC_0016-A37979	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	02-13135	Bx_4060	Snap_Frozen_Tissue	IGK
02-15630_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	02-15630	Bx_4236	FFPE	IGK
02-15745_tumorB	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	02-15745	Bx_4247	FFPE	IGK
02-22991T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	02-22991	Bx_4820	Snap_Frozen_Tissue	IGK
02-24492_tumorA	Yes	MUTATED	348	0.8992248062015504	0	348	0.8992248062015504	IGKV3-20	IGKJ3	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ3*01	IGKV3-20*01	IGKV3D-20	NA	IGKJ3	IGKC	233.1	NA	115.8	140.5	282	282,272,260	02-24492	Bx_4955	FFPE	IGK
CCS_0007-F00226	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	02-26347	Bx_5093	FFPE	IGK
03-10363T	Yes	UNMUTATED	274423	0.7804111603092945	0,1	203050	0.5774387937629216	IGKV3-20	IGKJ3	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ3*01	IGKV3-20*01	IGKV3D-20	NA	IGKJ3	IGKC	261.2	NA	136.8	225.4	445	445,430,411	03-10363	Bx_5591	Snap_Frozen_Tissue	IGK
03-10440T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	03-10440	Bx_5597	Immunotube	IGK
DLC_0304-A38221	Yes	UNMUTATED	398	0.2641008626410086	2,313,649	395	0.26211015262110154	IGKV1-33	IGKJ3	NULL	IGKV1-33*01	IGKV1-33*01,IGKV1D-33*01,IGKV1-39*01	IGKJ3*01	IGKV1-33*01,IGKV1D-33*01	IGKV1-33	NA	IGKJ3	NA	346.7	NA	145.3	NA	439	439,439,363	03-11110	Bx_5681	Immunotube	IGK
DLC_0389-A38284	Yes	MUTATED	741	0.2965186074429772	6,40,173,356,372,376,701,707,709,714,1813,1816,1817,1818,1824,1828,1829,1888,1938	694	0.2777110844337735	IGKV1-39	IGKJ1	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1D-39*01,IGKV1-39*02	IGKJ1*01	IGKV1-39*01,IGKV1D-39*01	IGKV1D-39	NA	IGKJ1	IGKC	198.6	NA	107.6	210.5	335	335,335,313	03-14114	Bx_5943	Snap_Frozen_Tissue	IGK
CLC02067-F54439	Yes	MUTATED	311	0.42837465564738286	0,4,7,24,27,37,64,102,167,217,274	228	0.3140495867768595	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*05,IGKV1-5*04	IGKJ1*01	IGKV1-5*03,IGKV1-5*05	IGKV1-5	NA	IGKJ1	IGKC	299.4	NA	122.5	218.5	82.9	82.9,82.9,79.7	03-16815	Bx_6159	FFPE	IGK
DLC_0062-A38020	Yes	MUTATED	2412	0.836048526863085	0,5,102	2398	0.8311958405545927	IGKV3-15	IGKJ2	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3-15*02,IGKV3D-15*01	IGKJ2*01,IGKJ2*02	IGKV3-15*01,IGKV3-15*02	IGKV3-15	NA	IGKJ2	IGKC	185.0	NA	95.3	196.2	322	322,322,319	03-23488	Bx_6615	Immunotube	IGK
DLC_0294-A38213	Yes	MUTATED	6065	0.9258128529995422	0,2,214,808	6043	0.9224545870859412	IGKV4-1	IGKJ2	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*03,IGKV4-1*02	IGKJ2*01	IGKV4-1*01,IGKV4-1*03	IGKV4-1	NA	IGKJ2	IGKC	246.9	NA	99.5	184.0	378	378,378,375	03-28045	Bx_6945	Immunotube	IGK
03-33266_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	03-33266	Bx_7354	FFPE	IGK
03-34157T	No	UNMUTATED	5621	0.3066557555919258	1	5621	0.3066557555919258	NULL	NULL	NULL	IGKV1D-42*01	IGKV1D-42*01,IGKV1D-42*02,IGKV2/OR22-4*01	N/A	IGKV1D-42*01,IGKV1D-42*02	IGKV1D-12	NA	IGKJ1	IGKC	119.9	NA	63.4	302.8	20.5	20.5,20.5,19.0	03-34157	Bx_7432	Snap_Frozen_Tissue	IGK
04-14066_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	04-14066	Bx_7716	FFPE	IGK
04-14093_tumorA	Yes	MUTATED	408	0.7404718693284936	0	408	0.7404718693284936	IGKV3-15	IGKJ2	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3D-15*01,IGKV3D-15*02	IGKJ2*01	IGKV3-15*01	IGKV3D-15	NA	IGKJ2	IGKC	407.7	NA	175.6	141.0	283	283,280,277	04-14093	Bx_7722	FFPE	IGK
CLC01982-F80164	Yes	MUTATED	292	0.6903073286052009	0,3,4,60	237	0.5602836879432624	IGKV4-1	IGKJ2	IGKC	IGKV4-1*03	IGKV4-1*03,IGKV4-1*01,IGKV4-1*02	IGKJ2*01	IGKV4-1*03	IGKV4-1	NA	IGKJ2	IGKC	368.9	NA	119.6	266.8	293	293,290,286	04-23203	Bx_8109	FFPE	IGK
CCS_1578-D76309	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	04-23515	Bx_8122	FFPE	IGK
04-24029T	Yes	UNMUTATED	25538	0.9483104344597104	1	25538	0.9483104344597104	IGKV4-1	IGKJ3	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ3*01	IGKV4-1*01	IGKV4-1	NA	IGKJ3	IGKC	281.1	NA	136.2	203.6	459	459,456,235	04-24029	Bx_8144	Immunotube	IGK
04-24061_tumorA	Yes	MUTATED	336	0.96	0	336	0.96	IGKV1-39	IGKJ4	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1-39*02,IGKV1D-39*01	IGKJ4*01	IGKV1-39*01,IGKV1-39*02,IGKV1D-39*01	IGKV1D-39	NA	IGKJ4	IGKC	333.0	NA	119.7	172.4	104	104,104,104	04-24061	Bx_8148	FFPE	IGK
04-24937T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	04-24937	Bx_8208	Snap_Frozen_Tissue	IGK
04-28140T	Yes	MUTATED	1325	0.8609486679662117	0,1	756	0.49122807017543857	IGKV3-20	IGKJ1	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ1*01	IGKV3-20*01	IGKV3-20	NA	IGKJ1	IGKC	194.6	NA	83.7	199.3	341	341,338,330	04-28140	Bx_8556	Immunotube	IGK
04-29264T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	04-29264	Bx_8639	Snap_Frozen_Tissue	IGK
04-35039T	No	UNMUTATED	1224	0.40936454849498327	3	1224	0.40936454849498327	IGKV2-28	IGKJ4	IGKC	IGKV2-28*01	IGKV2-28*01,IGKV2D-28*01,IGKV2-40*01	IGKJ4*01	IGKV2-28*01,IGKV2D-28*01	IGKV2D-28	NA	IGKJ4	IGKC	310.0	NA	138.6	222.0	469	469,469,366	04-35039	Bx_9084	Snap_Frozen_Tissue	IGK
04-38964T	Yes	MUTATED	17334	0.9865680136596471	1,3	15487	0.8814456459874787	IGKV2-28	IGKJ4	IGKC	IGKV2-28*01	IGKV2-28*01,IGKV2D-28*01,IGKV2-40*01	IGKJ4*01	IGKV2-28*01,IGKV2D-28*01	IGKV2D-28	NA	IGKJ4	IGKC	296.1	NA	128.9	205.3	410	410,410,322	04-38964	Bx_9419	Immunotube	IGK
DLC_0319-A38236	Yes	MUTATED	21507	0.9673458372689245	0,8,28,97,460,464,465	21463	0.9653667971034048	IGKV3-11	IGKJ1	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*02	IGKJ1*01	IGKV3-11*01	IGKV3D-11	NA	IGKJ1	IGKC	325.5	NA	114.0	175.9	425	425,422,416	04-39156	Bx_9440	Immunotube	IGK
05-12939T	Yes	MUTATED	51037	0.9333418675249624	0	51037	0.9333418675249624	IGKV1-17	IGKJ2	IGKC	IGKV1-17*01	IGKV1-17*01,IGKV1-17*02,IGKV1-17*03	IGKJ2*01	IGKV1-17*01	IGKV1-17	NA	IGKJ2	IGKC	274.6	NA	142.3	196.5	276	276,272,266	05-12939	Bx_9960	Snap_Frozen_Tissue	IGK
DLC_0267-A38193	Yes	UNMUTATED	13269	0.9032060445170512	0,1,5,8,9	8453	0.5753862909264176	IGKV1-9	IGKJ4	IGKC	IGKV1-9*01	IGKV1-9*01,IGKV1-9*02,IGKV1-39*02	IGKJ4*01	IGKV1-9*01	IGKV1-13	NA	IGKJ4	IGKC	155.4	NA	94.7	245.7	120	120,117,114	05-13334	Bx_10003	Immunotube	IGK
CCS_0405-D76313	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-15635	Bx_10181	FFPE	IGK
05-17793T	Yes	MUTATED	26915	0.3938165749736626	0,2	23037	0.3370742128058059	IGKV1-39	IGKJ1	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1D-39*01,IGKV1-39*02	IGKJ1*01	IGKV1-39*01,IGKV1D-39*01	IGKV1D-39	NA	IGKJ1	IGKC	169.7	NA	48.8	211.6	330	330,330,305	05-17793	Bx_10318	Snap_Frozen_Tissue	IGK
05-18426T	No	UNMUTATED	631	0.9968404423380728	1	631	0.9968404423380728	IGKV2-40	IGKJ5	NULL	IGKV2-40*01	IGKV2-40*01,IGKV2D-40*01,IGKV2-40*02	IGKJ5*01	IGKV2-40*01,IGKV2D-40*01	IGKV2-40	NA	IGKJ5	NA	361.9	NA	131.3	NA	477	477,477,383	05-18426	Bx_10375	Immunotube	IGK
05-21634T	Yes	MUTATED	20464	0.7724887697708656	0	20464	0.7724887697708656	IGKV2-24	IGKJ2	IGKC	IGKV2-24*01	IGKV2-24*01,IGKV2D-24*01,IGKV2-30*02	IGKJ2*01	IGKV2-24*01	IGKV2-24	NA	IGKJ2	IGKC	291.0	NA	138.8	212.0	445	445,433,364	05-21634	Bx_10637	Snap_Frozen_Tissue	IGK
05-23110T	Yes	MUTATED	19802	0.7141775165001623	0	19802	0.7141775165001623	IGKV1-17	IGKJ2	IGKC	IGKV1-17*01	IGKV1-17*01,IGKV1-17*02,IGKV1-17*03	IGKJ2*01	IGKV1-17*01	IGKV1-17	NA	IGKJ2	IGKC	254.2	NA	136.7	217.5	294	294,291,285	05-23110	Bx_10832	Snap_Frozen_Tissue	IGK
DLC_0113-A38065	Yes	UNMUTATED	63782	0.7959517302484619	0,1,228,360,621,709,727,778,816,854,857,858,876,1161,1163,1235,1391,2069,2193,2210,2376,3364,3365,3873,4267,4270,4556,4800	48718	0.6079642594187163	IGKV3-20	IGKJ4	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ4*01	IGKV3-20*01	IGKV3D-20	NA	IGKJ4	IGKC	282.4	NA	104.7	229.5	212	212,209,184	05-23744	Bx_10898	Snap_Frozen_Tissue	IGK
CCS_0024-B38409	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-24065	Bx_10934	FFPE	IGK
CCS_1158-D99066	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-24164	Bx_10943	FFPE	IGK
05-24395T	Yes	MUTATED	2630	0.9429903191107925	0,1	2469	0.885263535317318	IGKV1-5	IGKJ4	IGKC	IGKV1-5*01	IGKV1-5*01,IGKV1-5*02,IGKV1-5*03	IGKJ4*01	IGKV1-5*01	IGKV1-5	NA	IGKJ4	IGKC	175.8	NA	101.7	192.2	343	343,339,327	05-24395	Bx_10962	Snap_Frozen_Tissue	IGK
DLC_0225-A38161	Yes	MUTATED	25842	0.9935791456803414	0,4,41,65,67,97,194,198	25805	0.9921565611903572	IGKV2-30	IGKJ2	IGKC	IGKV2-30*02	IGKV2-30*02,IGKV2-30*01,IGKV2D-30*01	IGKJ2*01,IGKJ2*02	IGKV2-30*02	IGKV2-30	NA	IGKJ2	IGKC	230.2	NA	120.1	233.0	397	397,394,391	05-24401	Bx_10963	Snap_Frozen_Tissue	IGK
05-24561T	No	MUTATED	1679	0.2641598489616111	0	1679	0.2641598489616111	IGKV2-28	IGKJ2	IGKC	IGKV2-28*01	IGKV2-28*01,IGKV2D-28*01,IGKV2-40*01	IGKJ2*01	IGKV2-28*01,IGKV2D-28*01	IGKV2-28	NA	IGKJ2	IGKC	221.8	NA	109.8	150.7	246	246,246,188	05-24561	Bx_10983	Snap_Frozen_Tissue	IGK
DLC_0090-A38045	No	UNMUTATED	132	0.28509719222462204	10,386	131	0.28293736501079914	IGKV1-8	IGKJ5	NULL	IGKV1-8*01	IGKV1-8*01,IGKV1-8*02,IGKV1-8*03	IGKJ5*01	IGKV1-8*01,IGKV1-8*02,IGKV1-8*03	IGKV1-8	NA	IGKJ5	NA	330.3	NA	131.2	NA	319	319,319,319	05-24666	Bx_10985	Snap_Frozen_Tissue	IGK
05-24904T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-24904	Bx_11006	Snap_Frozen_Tissue	IGK
05-25439T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-25439	Bx_11045	Snap_Frozen_Tissue	IGK
DLC_0326-A38243	Yes	MUTATED	21898	0.49041476305652604	0,1,5,110,166,169,408,415,428,479,517,519,535,623,647,756,829,885,888,1113,1116,1117,1120,1188,1282,1355,1453,1456,1572,1633,1666,1668,1858,2068,2189,2226,2423,2424,2687,2831,2834,3020,3030,3250,3816,3819,3834,4029,4095,4122,4128,4139,4409,4602,5937,5943,5953,6381,6452,6453,6465,6506,6985,7069,7119,7131,7132,7135,7136,7165,7614,8015,8016,8019,11159,11187,11191,11194,11206,11209,11219,11268,11286,11392,11403,11511,11514,12453,12471,12544,12562,12706,12711,12716,12721,12722,12725,12737,13961,14271,14523,14553,14559,14563,14567,14570,14573,14597,14959	18590	0.4163307354653767	IGKV3-15	IGKJ1	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3-15*02,IGKV3D-15*01	IGKJ1*01	IGKV3-15*01,IGKV3-15*02,IGKV3D-15*01	IGKV3D-15	NA	IGKJ1	IGKC	154.7	NA	92.0	241.7	81.3	81.3,81.3,81.3	05-25674	Bx_11059	Snap_Frozen_Tissue	IGK
CCS_1136-D76314	Yes	UNMUTATED	265	0.9201388888888888	0,6,8,13,20,21,22	214	0.7430555555555556	IGKV3-15	IGKJ5	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3-15*02,IGKV3-20*01	IGKJ5*01	IGKV3-15*01,IGKV3-15*02,IGKV3-20*01	IGKV3D-15	NA	IGKJ5	IGKC	415.7	NA	142.7	182.6	92.2	92.2,92.2,92.2	05-26014	Bx_11101	FFPE	IGK
CCS_1315-F115533	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-26984	Bx_11197	FFPE	IGK
05-28753_tumorB	Yes	UNMUTATED	1476	0.9431309904153354	1	1476	0.9431309904153354	IGKV1-8	IGKJ4	IGKC	IGKV1-8*01	IGKV1-8*01,IGKV1-8*02,IGKV1-8*03	IGKJ4*01	IGKV1-8*01,IGKV1-8*02,IGKV1-8*03	IGKV1D-8	NA	IGKJ4	IGKC	402.4	NA	174.6	253.9	123	123,123,123	05-28753	Bx_11348	FFPE	IGK
DLC_0204-A38143	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-30349	Bx_11476	Immunotube	IGK
05-32150T	Yes	UNMUTATED	34022	0.8833212171565064	0	34022	0.8833212171565064	IGKV4-1	IGKJ4	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ4*01	IGKV4-1*01	IGKV4-1	NA	IGKJ4	IGKC	307.7	NA	148.3	203.2	456	456,453,227	05-32150	Bx_11588	Immunotube	IGK
DLC_0213-A38152	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-32762	Bx_11648	Immunotube	IGK
CCS_0933-D85832	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-32781	Bx_11653	FFPE	IGK
05-32947T	Yes	MUTATED	28386	0.9537985954773025	0,2	21408	0.7193306676522966	IGKV3-20	IGKJ3	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ3*01	IGKV3-20*01	IGKV3D-20	NA	IGKJ3	IGKC	236.1	NA	125.4	229.4	199	199,196,176	05-32947	Bx_11661	Snap_Frozen_Tissue	IGK
CCS_0031-D85824	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-33344	Bx_11701	FFPE	IGK
DLC_0149-A38096	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	05-33954	Bx_11768	Immunotube	IGK
06-10398T	Yes	MUTATED	29026	0.9818354023610596	0	29026	0.9818354023610596	IGKV4-1	IGKJ3	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ3*01	IGKV4-1*01	IGKV4-1	NA	IGKJ3	IGKC	276.3	NA	125.0	198.2	428	428,425,207	06-10398	Bx_11984	Snap_Frozen_Tissue	IGK
DLC_0168-A38113	Yes	MUTATED	4953	0.2908396946564885	0,10,70,214,716,918,928,1278,1279,1283,1321,1326,1880,1882,1888,1889,1899,1900,1975,1983,1991,1992,2943,2944,2946,3484,3578,3579,3597,3747,3764,3781,3783,3785,3818,8685,8686,8705,8729,8756,8758,8789,8996,9116,9226,9268,9272,9283,9290,9293,9294,9297,9299,9306,9430	4742	0.2784497944803288	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ1*01	IGKV1-5*03	IGKV1-5	NA	IGKJ1	IGKC	195.3	NA	93.4	207.9	366	366,363,360	06-10573	Bx_12003	Snap_Frozen_Tissue	IGK
06-11535T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-11535	Bx_12087	Snap_Frozen_Tissue	IGK
06-11677_tumorA	Yes	MUTATED	163	0.6293436293436293	1,6	150	0.5791505791505791	IGKV1-17	IGKJ4	IGKC	IGKV1-17*01	IGKV1-17*01,IGKV1-17*03,IGKV1D-17*01	IGKJ4*01	IGKV1-17*01,IGKV1-17*03,IGKV1D-17*01	IGKV1D-17	NA	IGKJ4	IGKC	157.3	NA	79.0	185.1	131	131,131,131	06-11677	Bx_12093	FFPE	IGK
CCS_1574-D76315	Yes	MUTATED	724	0.2984336356141797	0,6,11,15,19,40,69,303,330,366,441,442	532	0.21929101401483925	IGKV1-9	IGKJ4	IGKC	IGKV1-9*01	IGKV1-9*01,IGKV1-9*02,IGKV1-17*03	IGKJ4*01	IGKV1-9*01,IGKV1-9*02	IGKV1-9	NA	IGKJ4	IGKC	177.4	NA	70.8	243.1	170	170,170,166	06-13073	Bx_12237	FFPE	IGK
CCS_0954-D85834	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-14530	Bx_12373	FFPE	IGK
06-14634T	Yes	MUTATED	38501	0.6793055384018208	0	38501	0.6793055384018208	IGKV3-15	IGKJ4	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3D-15*01,IGKV3D-15*02	IGKJ4*01	IGKV3-15*01	IGKV3-15	NA	IGKJ4	IGKC	318.3	NA	107.2	161.9	411	411,408,402	06-14634	Bx_12390	Snap_Frozen_Tissue	IGK
CCS_0396-B22700	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-14679	Bx_12406	FFPE	IGK
06-15256T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-15256	Bx_12436	Snap_Frozen_Tissue	IGK
DLC_0140-A38088	Yes	MUTATED	917	0.13537053439622085	0,32,39,49,186,296,478,904,1090	822	0.12134632418069088	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ1*01	IGKV1-5*03	IGKV1-5	NA	IGKJ1	IGKC	256.9	NA	131.2	218.6	394	394,391,388	06-15922	Bx_12473	Snap_Frozen_Tissue	IGK
06-16716T	Yes	MUTATED	84606	0.9888383726230408	0	84606	0.9888383726230408	IGKV4-1	IGKJ1	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ1*01	IGKV4-1*01	IGKV4-1	NA	IGKJ1	IGKC	267.5	NA	130.2	209.5	428	428,425,215	06-16716	Bx_12528	Snap_Frozen_Tissue	IGK
